order_date,Sales
2016-07-15,27581.79051975
2016-07-16,37074.96068412
2016-07-17,39920.30078575
2016-07-18,41643.29081383
2016-07-19,34104.490750079996
2016-07-20,30895.42066396
2016-07-21,32393.16059512
2016-07-22,34599.890642469996
2016-07-23,28310.560574
2016-07-24,36036.16071774
2016-07-25,31897.290649849998
2016-07-26,32687.59061672
2016-07-27,32865.99059907
2016-07-28,36797.04078861
2016-07-29,33262.24069837
2016-07-30,31348.2406826
2016-07-31,31143.71064232
2016-08-01,30569.39057775
2016-08-02,27697.16045977
2016-08-03,36946.71072194
2016-08-04,27781.580520839998
2016-08-05,34427.82066334
2016-08-06,43797.20086336
2016-08-07,34130.93065125
2016-08-08,31682.44072365
2016-08-09,33608.19068368
2016-08-10,27396.93052493
2016-08-11,36045.76071347
2016-08-12,35317.900680951
2016-08-13,28192.9505733
2016-08-14,31948.4806843
2016-08-15,32664.35067023
2016-08-16,31506.6906687
2016-08-17,37331.49072479
2016-08-18,39298.53081737
2016-08-19,29175.42067172
2016-08-20,39721.31075704
2016-08-21,34774.61068945
2016-08-22,35888.890755531
2016-08-23,31014.67055725
2016-08-24,32637.4207193
2016-08-25,38971.59075772
2016-08-26,29033.42054734
2016-08-27,32966.18072917
2016-08-28,34184.40079979
2016-08-29,33783.41072124
2016-08-30,36621.85073143
2016-08-31,39082.56075301
2016-09-01,28378.26054807
2016-09-02,31592.95062458
2016-09-03,34293.90075177
2016-09-04,32131.16064295
2016-09-05,33109.76074067
2016-09-06,35162.780731361
2016-09-07,34912.90067919
2016-09-08,30476.49053805
2016-09-09,35446.66071348
2016-09-10,30672.01067554
2016-09-11,28585.76058393
2016-09-12,33140.14058354
2016-09-13,30704.44063801
2016-09-14,32138.12062267
2016-09-15,33118.66066172
2016-09-16,43967.24091011
2016-09-17,38942.700800419996
2016-09-18,40619.610687581
2016-09-19,32619.00072504
2016-09-20,36156.87069165
2016-09-21,28850.42049997
2016-09-22,34666.830734581
2016-09-23,34599.54082148
2016-09-24,31814.33053618
2016-09-25,31228.10059763
2016-09-26,33036.00062962
2016-09-27,28860.44055781
2016-09-28,34868.030745271
2016-09-29,36959.65068085
2016-09-30,31344.27058429
2016-10-01,34351.72051269
2016-10-02,35704.80063467
2016-10-03,34458.790636571
2016-10-04,34510.70068245
2016-10-05,28651.66053778
2016-10-06,33450.62064352
2016-10-07,30110.39064081
2016-10-08,33397.07076481
2016-10-09,26506.81052446
2016-10-10,39706.33090083
2016-10-11,34025.8005948
2016-10-12,31596.02060916
2016-10-13,35867.580736769996
2016-10-14,36341.16055151
2016-10-15,35892.570654691
2016-10-16,29508.46053565
2016-10-17,32004.45059641
2016-10-18,31538.62065731
2016-10-19,31776.01059385
2016-10-20,39260.68072978
2016-10-21,36829.44073131
2016-10-22,36322.55076049
2016-10-23,31533.02064344
2016-10-24,36135.56071699
2016-10-25,35338.400742
2016-10-26,33027.99062736
2016-10-27,35941.450703149996
2016-10-28,35079.77075
2016-10-29,35628.65069825
2016-10-30,31655.07063511
2016-10-31,31978.39065988
2016-11-01,29101.33061993
2016-11-02,38409.89076244
2016-11-03,40937.95085779
2016-11-04,34275.9906388
2016-11-05,33324.19067207
2016-11-06,34720.49075742
2016-11-07,40817.43079259
2016-11-08,34857.02069526
2016-11-09,31226.03055019
2016-11-10,24866.0605497
2016-11-11,39514.30088056
2016-11-12,37062.49071182
2016-11-13,32196.21064832
2016-11-14,30584.64053956
2016-11-15,31721.15067899
2016-11-16,27816.29051972
2016-11-17,42644.21085595
2016-11-18,33635.20074681
2016-11-19,33618.02067952
2016-11-20,38783.22077962
2016-11-21,35733.750738441
2016-11-22,37611.80068655
2016-11-23,31516.20064369
2016-11-24,34236.19073906
2016-11-25,37923.37072993
2016-11-26,35453.13076826
2016-11-27,36747.51061085
2016-11-28,35953.27077534
2016-11-29,38242.78070892
2016-11-30,34060.01073651
2016-12-01,31823.20060003
2016-12-02,34039.960709
2016-12-03,32822.22064984
2016-12-04,36199.62077155
2016-12-05,32352.85065718
2016-12-06,35129.04072421
2016-12-07,33369.910568549996
2016-12-08,32613.9305825
2016-12-09,30347.120506921
2016-12-10,35927.91076867
2016-12-11,34378.57062405
2016-12-12,32886.92066411
2016-12-13,32081.31065201
2016-12-14,29858.07057946
2016-12-15,30951.42070223
2016-12-16,31911.820661551
2016-12-17,33285.71061131
2016-12-18,34371.78063948
2016-12-19,33800.58067915
2016-12-20,30012.19048887
2016-12-21,28712.03051413
2016-12-22,32604.14053927
2016-12-23,35516.69069171
2016-12-24,32960.92062818
2016-12-25,36181.52064204
2016-12-26,32306.63063291
2016-12-27,39764.590786759996
2016-12-28,38874.38076269
2016-12-29,31390.04067798
2016-12-30,35207.96063676
2016-12-31,35725.1207719
2017-01-01,29470.950546519998
2017-01-02,32905.43066983
2017-01-03,27856.230552959998
2017-01-04,32390.40067946
2017-01-05,30528.45056164
2017-01-06,32788.17066005
2017-01-07,35970.960718531
2017-01-08,38167.45078118
2017-01-09,31281.870609901
2017-01-10,36031.00071537
2017-01-11,32745.97070386
2017-01-12,36464.29069935
2017-01-13,33520.85073345
2017-01-14,33692.78056749
2017-01-15,30384.96065542
2017-01-16,35957.68073491
2017-01-17,32197.11059039
2017-01-18,38476.56060454
2017-01-19,31240.410614379998
2017-01-20,37507.01085343
2017-01-21,32251.480612299998
2017-01-22,32450.41063914
2017-01-23,33079.95062067
2017-01-24,31213.96055998
2017-01-25,33390.99062366
2017-01-26,32012.89071462
2017-01-27,33721.76061151
2017-01-28,32945.75064311
2017-01-29,33376.22051665
2017-01-30,31958.1206509
2017-01-31,33717.94070252
2017-02-01,39458.350735089996
2017-02-02,40632.81073261
2017-02-03,37941.46068242
2017-02-04,35675.84074422
2017-02-05,37234.63065023
2017-02-06,38876.15070924
2017-02-07,36898.06065597
2017-02-08,37288.79072839
2017-02-09,33630.6006989
2017-02-10,37352.59074653
2017-02-11,30740.54063426
2017-02-12,28798.03050461
2017-02-13,33908.77060156
2017-02-14,25452.05056038
2017-02-15,36371.380691761
2017-02-16,32351.44068729
2017-02-17,33930.86063784
2017-02-18,41563.70076621
2017-02-19,35819.7305814
2017-02-20,39315.28075842
2017-02-21,37637.77068765
2017-02-22,35221.81062878
2017-02-23,34327.04052754
2017-02-24,34309.7505953
2017-02-25,36519.71075867
2017-02-26,33607.33065466
2017-02-27,33517.40071671
2017-02-28,34153.010713711
2017-03-01,32260.4905759
2017-03-02,34267.46071711
2017-03-03,39669.74083396
2017-03-04,31721.41072857
2017-03-05,32725.23062922
2017-03-06,33689.71062873
2017-03-07,35740.80067677
2017-03-08,30888.6507191
2017-03-09,36844.090797840996
2017-03-10,36946.80062733
2017-03-11,30499.95052525
2017-03-12,33422.99063912
2017-03-13,34587.41071016
2017-03-14,32659.10066438
2017-03-15,30858.12058686
2017-03-16,39888.51081701
2017-03-17,31101.97053351
2017-03-18,34254.87073198
2017-03-19,37500.46085016
2017-03-20,33856.10071596
2017-03-21,30904.130680539998
2017-03-22,32656.08060472
2017-03-23,33759.75060834
2017-03-24,29699.81060261
2017-03-25,36155.01086669
2017-03-26,31208.07070578
2017-03-27,28501.95049509
2017-03-28,32685.02066251
2017-03-29,39602.36076214
2017-03-30,35660.71071674
2017-03-31,33788.01065126
2017-04-01,34502.04076669
2017-04-02,34208.08066227
2017-04-03,34925.00066542
2017-04-04,33586.65062193
2017-04-05,34204.20062842
2017-04-06,27154.890623389998
2017-04-07,35073.200773669996
2017-04-08,33266.53069933
2017-04-09,37276.74079198
2017-04-10,27972.7405877
2017-04-11,33700.58059894
2017-04-12,37129.820816641
2017-04-13,30071.70060943
2017-04-14,35699.9406322
2017-04-15,36441.55070711
2017-04-16,31502.2106287
2017-04-17,36561.12075273
2017-04-18,37533.00087026
2017-04-19,37701.49081451
2017-04-20,28700.63056783
2017-04-21,35222.71065566
2017-04-22,35878.44066981
2017-04-23,39823.68078678
2017-04-24,33730.40077284
2017-04-25,35980.58054338
2017-04-26,35192.30065228
2017-04-27,35274.2906917
2017-04-28,35357.94075028
2017-04-29,35703.97069596
2017-04-30,38945.18083221
2017-05-01,38851.37087704
2017-05-02,44590.46077076
2017-05-03,31363.3906517
2017-05-04,32379.24067326
2017-05-05,39338.1908575
2017-05-06,34812.05071296
2017-05-07,38425.5007631
2017-05-08,34170.3307347
2017-05-09,38277.18080972
2017-05-10,34830.28063232
2017-05-11,31311.68066096
2017-05-12,35790.5607075
2017-05-13,35415.09066414
2017-05-14,37165.5006873
2017-05-15,41173.56088696
2017-05-16,36428.7806512
2017-05-17,30238.84056512
2017-05-18,34181.58068518
2017-05-19,33799.21060971
2017-05-20,31481.67058214
2017-05-21,31594.62060224
2017-05-22,43404.7008143
2017-05-23,31256.39061482
2017-05-24,35006.07062226
2017-05-25,38783.58072364
2017-05-26,35474.69072778
2017-05-27,36539.04079856
2017-05-28,26946.28060948
2017-05-29,37469.54073752
2017-05-30,43221.0508502
2017-05-31,31764.88061202
2017-06-01,43599.9808092
2017-06-02,36135.56077268
2017-06-03,36046.34074862
2017-06-04,30377.62054858
2017-06-05,31598.6505744
2017-06-06,31857.58058582
2017-06-07,32567.65055524
2017-06-08,32722.54069196
2017-06-09,31970.05069774
2017-06-10,32764.25069094
2017-06-11,36948.63066544
2017-06-12,34625.15073436
2017-06-13,41062.94081938
2017-06-14,37390.76073132
2017-06-15,25757.34053808
2017-06-16,33239.92073096
2017-06-17,33739.40066586
2017-06-18,27370.14053762
2017-06-19,34026.7807353
2017-06-20,33028.98076312
2017-06-21,38735.75073688
2017-06-22,37168.06065808
2017-06-23,40609.71084294
2017-06-24,35851.2907105
2017-06-25,38131.31076482
2017-06-26,35609.58065088
2017-06-27,37360.40078824
2017-06-28,29268.0005001
2017-06-29,30257.380516279998
2017-06-30,32264.73054548
2017-07-01,37269.23062222
2017-07-02,44554.8808366
2017-07-03,37849.28087658
2017-07-04,35844.94068578
2017-07-05,38244.65068505
2017-07-06,37948.56071882
2017-07-07,41165.1107716
2017-07-08,28744.47054332
2017-07-09,31574.5506444
2017-07-10,29844.13063492
2017-07-11,39424.37084262
2017-07-12,34565.37066706
2017-07-13,34346.12062857
2017-07-14,31079.52060372
2017-07-15,37558.28058692
2017-07-16,31869.53066702
2017-07-17,34718.19060966
2017-07-18,35633.84074475
2017-07-19,33618.41064134
2017-07-20,38374.68077542
2017-07-21,35492.52061136
2017-07-22,41125.5007255
2017-07-23,39167.51077718
2017-07-24,35345.3406758
2017-07-25,35233.92062448
2017-07-26,30779.66060316
2017-07-27,30599.40049038
2017-07-28,37443.90068868
2017-07-29,35946.26064742
2017-07-30,34849.41069076
2017-07-31,34161.81065816
2017-08-01,38020.12073971
2017-08-02,34165.31073072
2017-08-03,32615.60064715
2017-08-04,38104.3306085
2017-08-05,36351.33065034
2017-08-06,31598.58062786
2017-08-07,30545.87058302
2017-08-08,35766.53070894
2017-08-09,34648.91065272
2017-08-10,39790.9407355
2017-08-11,38809.88084102
2017-08-12,32725.49065436
2017-08-13,37437.890709319996
2017-08-14,37513.3107153
2017-08-15,32639.26057844
2017-08-16,32924.46061752
2017-08-17,40300.13090998
2017-08-18,34183.16059514
2017-08-19,34323.31073792
2017-08-20,35528.15069231
2017-08-21,41921.78084622
2017-08-22,37454.11077179
2017-08-23,37395.87075112
2017-08-24,38934.77066468
2017-08-25,31605.87064424
2017-08-26,41758.01077312
2017-08-27,33135.68062266
2017-08-28,33082.43055801
2017-08-29,33368.06051266
2017-08-30,39203.74078052
2017-08-31,33484.27059602
2017-09-01,38641.08076114
2017-09-02,34302.70071064
2017-09-03,37738.50076704
2017-09-04,33926.25063772
2017-09-05,38506.92063928
2017-09-06,35146.4107103
2017-09-07,31225.78052954
2017-09-08,33647.70060001
2017-09-09,36899.04080638
2017-09-10,39494.07081654
2017-09-11,43296.07059834
2017-09-12,42026.2005847
2017-09-13,39076.5906485
2017-09-14,36366.13056194
2017-09-15,36216.42032596
2017-09-16,35456.56058118
2017-09-17,38006.42062756
2017-09-18,34946.61047764
2017-09-19,36226.37049874
2017-09-20,39575.83044396
2017-09-21,41876.2406197
2017-09-22,36546.4904709
2017-09-23,38566.2505913
2017-09-24,39926.25057986
2017-09-25,41216.150574
2017-09-26,41596.11059164
2017-09-27,32756.71043392
2017-09-28,39476.35041056
2017-09-29,42376.98055622
2017-09-30,48715.91046798
2017-10-01,49146.50047962
2017-10-02,26234.2101064
2017-10-03,2113.43999456
2017-10-04,2144.5199944799997
2017-10-05,2113.43999456
2017-10-06,2144.5199944799997
2017-10-07,3989.44012253
2017-10-08,1495.86002529
2017-10-09,767.7199972799999
2017-10-10,26342.51049256
2017-10-11,30738.720578
2017-10-12,31190.7605865
2017-10-13,30738.720578
2017-10-14,31190.7605865
2017-10-15,30738.720578
2017-10-16,31190.7605865
2017-10-17,30738.720578
2017-10-18,28247.6205121
2017-10-19,24282.800414799996
2017-10-20,24639.900420899998
2017-10-21,24282.800414799996
2017-10-22,24639.900420899998
2017-10-23,24282.800414799996
2017-10-24,24639.900420899998
2017-10-25,24282.800414799996
2017-10-26,89785.2000732
2017-10-27,102000.0
2017-10-28,103500.0
2017-10-29,102000.0
2017-10-30,103500.0
2017-10-31,40891.1202401
2017-11-01,17448.7203381
2017-11-02,17195.840333199998
2017-11-03,17448.7203381
2017-11-04,25122.640564999998
2017-11-05,31842.120758999998
2017-11-06,31380.640747999998
2017-11-07,27979.8206797
2017-11-08,11177.8403332
2017-11-09,11342.2203381
2017-11-10,11177.8403332
2017-11-11,11342.2203381
2017-11-12,11177.8403332
2017-11-13,32329.6210335
2017-11-14,36215.441162799994
2017-11-15,36748.021179899995
2017-11-16,36215.441162799994
2017-11-17,36748.021179899995
2017-11-18,33580.5010682
2017-11-19,20219.7605865
2017-11-20,19926.720578
2017-11-21,20219.7605865
2017-11-22,16145.9804676
2017-11-23,14548.6504209
2017-11-24,14636.6003416
2017-11-25,17984.849579100002
2017-11-26,17724.199585200004
2017-11-27,17984.849579100002
2017-11-28,17724.199585200004
2017-11-29,7586.10002927
2017-11-30,5739.20010404
2017-12-01,5823.60010557
2017-12-02,10119.5000765
2017-12-03,22614.75
2017-12-04,19124.8999996
2017-12-05,796.25999724
2017-12-06,784.7199972799999
2017-12-07,796.25999724
2017-12-08,1659.22999852
2017-12-09,2742.75
2017-12-10,2703.0
2017-12-11,4327.3800657
2017-12-12,14675.760496399998
2017-12-13,14891.5805037
2017-12-14,14675.760496399998
2017-12-15,12859.44042252
2017-12-16,2113.43999456
2017-12-17,3572.52009189
2017-12-18,4017.44012444
2017-12-19,1065.75000846
2017-12-20,767.7199972799999
2017-12-21,23833.21041872
2017-12-22,24282.800414799996
2017-12-23,84070.7001037
2017-12-24,67080.6401372
2017-12-25,17448.7203381
2017-12-26,21159.240449099998
2017-12-27,31842.120758999998
2017-12-28,31380.640747999998
2017-12-29,31842.120758999998
2017-12-30,19496.640504
2017-12-31,11342.2203381
2018-01-01,33638.0410774
2018-01-02,28603.6608875
2018-01-03,19926.720578
2018-01-04,17121.2402639
2018-01-05,17724.199585200004
2018-01-06,16222.349655400001
2018-01-07,5739.20010404
2018-01-08,5823.60010557
2018-01-09,5739.20010404
2018-01-10,15070.90004743
2018-01-11,22287.0
2018-01-12,22614.75
2018-01-13,12168.27999872
2018-01-14,796.25999724
2018-01-15,784.7199972799999
2018-01-16,796.25999724
2018-01-17,1659.22999852
2018-01-18,2742.75
2018-01-19,2703.0
2018-01-20,2742.75
2018-01-21,2703.0
2018-01-22,2742.75
2018-01-23,2703.0
2018-01-24,2742.75
2018-01-25,2703.0
2018-01-26,9609.4802847
2018-01-27,14675.760496399998
2018-01-28,14891.5805037
2018-01-29,14675.760496399998
2018-01-30,14891.5805037
2018-01-31,14407.34047446
